Наименование_организации_ДЗО,count_incidents,mean_stazh,median_stazh,min_stazh,max_stazh,zero_or_missing_stazh_count,valid_stazh_count,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127,emb_128,emb_129,emb_130,emb_131,emb_132,emb_133,emb_134,emb_135,emb_136,emb_137,emb_138,emb_139,emb_140,emb_141,emb_142,emb_143,emb_144,emb_145,emb_146,emb_147,emb_148,emb_149,emb_150,emb_151,emb_152,emb_153,emb_154,emb_155,emb_156,emb_157,emb_158,emb_159,emb_160,emb_161,emb_162,emb_163,emb_164,emb_165,emb_166,emb_167,emb_168,emb_169,emb_170,emb_171,emb_172,emb_173,emb_174,emb_175,emb_176,emb_177,emb_178,emb_179,emb_180,emb_181,emb_182,emb_183,emb_184,emb_185,emb_186,emb_187,emb_188,emb_189,emb_190,emb_191,emb_192,emb_193,emb_194,emb_195,emb_196,emb_197,emb_198,emb_199,emb_200,emb_201,emb_202,emb_203,emb_204,emb_205,emb_206,emb_207,emb_208,emb_209,emb_210,emb_211,emb_212,emb_213,emb_214,emb_215,emb_216,emb_217,emb_218,emb_219,emb_220,emb_221,emb_222,emb_223,emb_224,emb_225,emb_226,emb_227,emb_228,emb_229,emb_230,emb_231,emb_232,emb_233,emb_234,emb_235,emb_236,emb_237,emb_238,emb_239,emb_240,emb_241,emb_242,emb_243,emb_244,emb_245,emb_246,emb_247,emb_248,emb_249,emb_250,emb_251,emb_252,emb_253,emb_254,emb_255,emb_256,emb_257,emb_258,emb_259,emb_260,emb_261,emb_262,emb_263,emb_264,emb_265,emb_266,emb_267,emb_268,emb_269,emb_270,emb_271,emb_272,emb_273,emb_274,emb_275,emb_276,emb_277,emb_278,emb_279,emb_280,emb_281,emb_282,emb_283,emb_284,emb_285,emb_286,emb_287,emb_288,emb_289,emb_290,emb_291,emb_292,emb_293,emb_294,emb_295,emb_296,emb_297,emb_298,emb_299,emb_300,emb_301,emb_302,emb_303,emb_304,emb_305,emb_306,emb_307,emb_308,emb_309,emb_310,emb_311,emb_312,emb_313,emb_314,emb_315,emb_316,emb_317,emb_318,emb_319,emb_320,emb_321,emb_322,emb_323,emb_324,emb_325,emb_326,emb_327,emb_328,emb_329,emb_330,emb_331,emb_332,emb_333,emb_334,emb_335,emb_336,emb_337,emb_338,emb_339,emb_340,emb_341,emb_342,emb_343,emb_344,emb_345,emb_346,emb_347,emb_348,emb_349,emb_350,emb_351,emb_352,emb_353,emb_354,emb_355,emb_356,emb_357,emb_358,emb_359,emb_360,emb_361,emb_362,emb_363,emb_364,emb_365,emb_366,emb_367,emb_368,emb_369,emb_370,emb_371,emb_372,emb_373,emb_374,emb_375,emb_376,emb_377,emb_378,emb_379,emb_380,emb_381,emb_382,emb_383
"ТОО ""Camellia Trade""",2,,,,,2,0,0.037007336,0.10822244,-0.10081869,0.10524836,0.0036770012,-0.03558502,0.19856347,0.043018233,0.035869434,0.01839182,0.13062362,-0.052689362,0.07968112,-0.08421119,0.026993405,0.13498133,0.027260387,0.032629326,-0.19356366,0.012346587,-0.023586364,-0.20029601,-0.041422352,-0.10230518,0.048156224,-0.102356665,-0.21510921,-0.046851195,0.12425588,-0.22664784,0.04427915,-0.111663036,0.117967784,0.060128182,-0.10373746,0.1359121,0.041946907,0.0801172,0.059757493,0.0008815215,-0.059532672,0.04617598,0.039914925,0.11461979,-0.065552935,0.012308882,0.08108828,-0.00063596945,-0.07273704,-0.00017140806,0.1090679,-0.066121526,-0.10012544,-0.11010247,0.026465721,0.13539876,0.0296821,0.08969298,-0.13280559,0.11673902,0.022865355,0.051225193,-0.44877434,0.17907183,-0.03353297,-0.19116144,-0.022157956,0.11261318,-0.10533246,0.2659777,0.06585756,-0.031314094,-0.09625745,-0.093002155,0.045947723,0.007201208,0.019830521,-0.041019857,0.012769278,-0.09633798,0.05304226,0.009784785,-0.02240443,0.02585994,-0.1487255,0.098174505,0.05113012,0.010926785,0.12512192,-0.1062352,0.060833104,-0.031732958,0.13522348,0.01664783,0.2239191,0.043186266,-0.04241014,-0.06018989,0.16299969,0.85194147,-0.005605572,0.12483181,-0.017877208,-0.15398641,0.020276135,-0.15734245,-0.036961738,-0.001028067,-0.025175259,-0.054626256,-0.05477315,0.030433174,-0.07297821,0.12098614,-0.049834743,-0.001780157,-0.12905017,0.11087381,0.045919962,0.020444386,0.014738851,-0.03280828,0.15193856,-0.11600725,-0.06813353,-0.38512695,0.10498777,0.10256734,-0.03889502,-0.036900703,0.06598117,0.09317966,0.04072997,0.025011282,-0.04920449,0.019512728,0.14495306,0.08834333,0.008259874,-0.040238198,-0.055389866,0.26934898,0.007880409,0.109579094,-0.035809375,-0.039956972,0.08002407,-0.11551345,0.028111652,0.122392416,-0.059215147,-0.11640318,0.051314104,-0.045812845,-0.036090992,0.0033975618,-0.092081055,0.07491147,0.078618996,0.096133,-0.02299814,0.11675492,-0.024336234,-0.061194003,0.032240797,-0.15934122,-0.0043916726,-0.016752128,0.013488294,0.06043452,0.06683206,-0.00035726745,-0.033059265,0.023348898,0.0337945,-0.04287842,-0.2866621,0.13400441,-0.014770912,0.04498829,0.21951932,-0.02946993,-0.084450245,0.07133068,-0.08463279,0.16292837,-0.07296545,0.06144639,0.08397964,0.025791552,0.099685244,0.01175326,-0.0074398303,0.027887965,-0.08156202,-0.09838809,0.012228219,0.057894588,-0.04911209,0.14984669,-0.30562395,-0.1274218,0.07964967,-0.15641037,0.124217235,-0.015004907,0.18837678,-0.064285636,-0.031179983,0.071907856,-0.07510922,-0.014874361,-0.03023449,-0.004897266,0.037142687,-0.06495935,-0.05634103,0.107772924,-0.28331438,0.058193903,0.10049313,-0.20210797,0.24560218,-0.5158422,-0.043953843,-0.08736444,-0.04705644,0.032920774,-0.040801708,-0.0150458645,-0.060660057,-0.061773747,0.07281479,0.10214305,-0.3013205,-0.09046559,0.14684156,0.07762157,-0.122745045,-0.2512588,0.0323599,-0.04231258,0.029200658,0.011422684,0.14781867,0.07983607,-0.14766222,0.18453391,-0.08840059,0.34026325,-0.12312837,-0.28234595,-0.21139304,0.018367968,-0.02700294,-0.037778642,-0.16068345,0.1831388,-0.05135762,0.112256356,0.07985849,-0.066666886,-0.15049608,0.040973373,0.052564256,-0.17129897,-0.07985294,0.28356504,-0.009256684,0.12230218,-0.11405611,0.022146843,0.08840067,-0.086812675,0.10212094,-0.06679485,0.015376743,-0.22853032,0.016933048,0.08171621,0.054435816,-0.2572118,0.12899628,0.09179854,-0.016098,-0.072989196,-0.064518735,0.08311243,0.09987799,0.0031834687,-0.026122998,0.0679758,-0.004015875,0.009756153,-0.014930824,-0.10260694,-0.06488606,-0.07812983,-0.08479643,0.2283353,-0.055494726,-0.076464295,-0.07871445,-0.060855612,-0.09676051,-0.1395549,0.096690536,0.06528517,0.08447212,-0.03979965,-0.08020566,-0.103584975,0.022446128,0.05007291,0.021147538,0.08231136,-0.06543046,-0.026396956,0.11746296,-0.53242517,0.02959766,-0.028952219,-0.14437053,0.096174225,0.13024454,0.02777122,0.048363402,-0.06910471,0.02262332,0.012913205,-0.08876916,0.11681499,-0.07416933,-0.069291614,0.23067732,0.14148556,-0.11543258,-0.04579574,-0.16067602,-0.014038003,0.18296161,0.25086424,0.013857635,-0.09365817,-0.1502249,0.072489254,-0.042954803,-0.07193652,-0.029849477,0.05102625,0.10814275,0.08474809,-0.14880791,-0.038472403,0.056970917,0.080606736,0.0030185971,-0.0017390596,0.065131366,-0.08137125,0.06547414,0.05041066,0.0740082,0.3333332,-0.22734477,0.009180806,-0.1132716,0.011487205,-0.031293146,0.01568244,0.030291688,0.07398568,0.00085211545,-0.010325035,0.011457243,-0.118457995,0.047880024,0.099299274,-0.08561245,0.083276294,0.12677026,-0.05623772,0.107835405,0.15046895
"ТОО ""Daisy Partners""",1,1.0,1.0,1.0,1.0,0,1,-0.04847292,0.17251536,-0.041690584,-0.043892436,-0.16798203,-0.12741028,0.15632717,0.17693554,0.060585916,-0.17473233,0.06990018,-0.14300959,0.0153522445,-0.021076813,-0.19771099,-0.10150121,0.0147057725,0.028400477,0.22170843,-0.17528796,0.2924426,-0.072469674,0.07993871,-0.060331743,-0.124818735,0.053527575,-0.20956172,0.043860923,0.110976264,-0.26970524,0.057515886,-0.13421476,0.05422428,0.14104277,0.09091947,0.012194251,-0.09131173,-0.013594754,0.1384611,0.3133076,0.20772481,-0.10251718,0.11192356,0.16240858,0.019747835,0.035623014,-0.019678207,-0.0441061,-0.08888916,-0.07812839,-0.07617934,-0.12540178,-0.10246908,-0.17745087,0.20026657,-0.15345831,0.00630638,-0.09979476,-0.07575846,0.0045922794,0.18780555,0.09126143,-0.5102404,0.09891751,-0.18140627,-0.14278418,0.12450987,-0.04276516,0.023627779,0.2151976,0.028734889,0.0824071,-0.014732023,0.07004882,-0.027126418,0.073633395,0.03875833,0.0069342502,-0.07515751,-0.0647644,0.24787654,-0.05414781,0.07483276,-0.0028019813,-0.03219166,0.17194097,0.14950483,0.08266853,0.17152946,0.027062645,0.008232463,-0.27167627,0.050306823,-0.1462399,0.22443213,0.084106706,-0.042516764,-0.05650321,0.1686099,1.3000637,0.16737117,0.04226247,-0.15872233,-0.075935975,-0.18290603,-0.058628805,0.013879041,-0.027509216,0.009196043,0.103199504,-0.09060531,-0.030378481,-0.09478209,-0.075448655,-0.11995081,-0.044593256,-0.12530775,0.008210116,0.13199313,0.19678415,-0.17272592,-0.084803335,0.09765792,0.12775002,0.053359073,-0.42639765,0.15330617,0.079336934,-0.12997916,0.10161066,0.10516781,-0.041014105,-0.112398155,0.24005601,-0.10620011,-0.041013025,-0.06672468,0.23666486,-0.050329853,-0.020697057,-0.20559826,0.26917663,-0.21909453,-0.029957885,0.16751143,0.11470498,-0.032860555,-0.13364932,0.0141827,0.1384223,-0.044185035,-0.05413795,-0.05394327,0.08124556,-0.047227748,-0.123168245,-0.04508518,-0.10409064,0.1808707,0.049362384,-0.1344768,-0.007855538,0.023614483,-0.02645204,0.012067588,-0.12777968,-0.15888004,-0.035773393,0.014797726,0.17567615,0.085756555,-0.09587194,0.10622786,0.1941749,0.020304339,0.10028372,-0.07624414,-0.10740425,0.07202852,0.047643993,0.17945147,-0.017548503,0.062840864,-0.00680815,-0.040485147,-0.035231385,0.002634007,0.10450872,-0.008356819,0.05874778,-0.1754904,-0.13776393,0.052697666,0.13937683,-0.07111551,-0.23135021,0.11291857,-0.015076301,-0.07437741,-0.05023816,-0.05988983,-0.05590372,-0.26146787,0.048461676,-0.004895966,-0.07824133,0.03936612,-0.06458066,-0.1472358,-0.032760363,0.12174134,-0.12963445,-0.17543271,-0.0077776043,-0.017041394,0.103373595,-0.003043527,0.013891518,-0.31276712,0.012611353,0.1061808,-0.060773812,0.029092548,-0.5177343,0.008224977,-0.13646208,-0.11235147,-0.012591505,-0.03318787,-0.007430542,0.011660316,0.08122124,0.08343165,0.0012440766,-0.06781019,0.023138369,0.1643211,-0.10908222,-0.057337128,-0.09324711,-0.10405847,-0.10054534,-0.10393518,0.103043795,-0.027360063,0.13833179,-0.08411626,0.37474808,-0.10529942,0.46713394,0.07370983,-0.1870682,-0.24224634,0.073817626,0.14358605,-0.06317132,-0.055931937,0.046266202,-0.16132832,0.046622522,0.13394716,-0.037201207,-0.28358787,-0.08592809,0.15300146,-0.026867826,0.11652839,0.34951493,-0.009158625,0.063387334,-0.075790934,-0.15862526,0.027681246,-0.08926703,0.08526218,-0.031147232,0.034598086,0.0028499833,0.20334479,0.24134435,-0.1843965,-0.12451535,0.10422695,0.12916936,0.14525628,-0.094542995,-0.074273944,0.13886055,-0.030835632,-0.048732035,-0.0648607,0.29075307,0.076074414,0.0071430677,0.052920315,0.10252812,0.02030058,0.08048041,0.054590512,0.18148884,-0.10653747,-0.24179251,-0.0671174,-0.05300809,-0.14043453,-0.14961745,-0.073269315,0.1374401,0.30633515,0.018143078,0.08058282,0.003992594,0.12685163,-0.108913004,-0.049067914,0.16892458,-0.1456716,0.04398683,0.010205282,-0.710653,-0.08691923,-0.08721212,-0.1712332,0.23840508,0.053633098,-0.14140368,0.0471511,-0.11941151,0.123863645,-0.051908787,-0.17131975,-0.008564507,-0.09291451,-0.045326497,0.15640983,0.11834187,-0.021616148,0.10642596,-0.013844107,-0.16749868,-0.026175616,0.14850864,0.073368505,-0.12347411,-0.039462183,-0.12508385,0.104226544,-0.38650614,0.03652249,0.07575031,-0.022064144,0.0027585882,-0.05880176,-0.049977724,0.08873568,0.2783207,-0.08004314,0.20218797,-0.022202203,-0.12319952,-0.008513949,0.14367212,0.03233662,0.2148986,-0.06788619,0.22864647,-0.03276847,0.0031597603,0.06812342,0.09948218,0.059020896,0.10132248,-0.06612987,0.0035881842,0.060514595,-0.08130981,-0.10410019,-0.13042912,-0.24009132,0.070042096,0.08327899,-0.2043963,0.108809,0.16795793
"ТОО ""Flora Capital""",2,,,,,2,0,0.3763888,-0.05791201,-0.11717218,-0.005442351,0.14590456,-0.054812334,0.47689286,0.09913848,-0.21422891,0.034560665,0.09236796,0.026343431,0.07828769,-0.005435008,-0.23762676,0.20526133,0.080943264,-0.098732635,-0.047969677,-0.15833221,0.009309248,-0.23774986,-0.31829432,0.009014129,-0.10150231,0.20204447,-0.08433105,0.011403596,-0.087282345,-0.438763,-0.170598,-0.13959983,-0.060383864,0.20182958,0.098149374,0.01701615,0.2287171,0.0745646,0.55203736,-0.14998461,0.05702682,-0.12916076,0.053660937,0.2701183,0.08448263,0.18753561,0.1381543,0.109853975,0.07013663,0.22542895,0.124819174,-0.058829755,0.08549036,-0.005873239,-0.10989215,0.11581992,0.0800176,0.18608536,-0.16041274,-0.115800515,-0.11540328,-0.19180897,-0.54168737,0.1573076,-0.43772197,-0.23239684,-0.22812244,-0.10150568,-0.22271088,0.1208153,-0.15562843,-0.097617246,-0.4069726,0.0289778,0.2527092,-0.18882386,0.07371621,0.3151976,0.1106357,-0.053000707,0.08119541,0.1275229,-0.18904708,-0.05149366,-0.054444987,-0.05682362,-0.13439587,0.07215824,-0.1144105,-0.14141789,0.23915559,-0.07501071,0.28163898,0.16632792,0.2323367,0.027729355,-0.012640274,0.097223364,0.26821324,1.528043,0.3867122,0.33402872,-0.0003970447,0.20544341,-0.5026896,-0.0024383478,0.019099342,-0.19468102,-0.036666088,-0.03932167,-0.03023041,0.16574076,-0.20603319,0.022974782,-0.39145175,0.00378895,-0.40617654,0.15371078,0.089577556,0.16450381,-0.40603095,-0.27157438,0.13869576,-0.029129818,-0.14250787,-0.8857789,0.42646325,-0.041877598,-0.23530273,-0.02059444,-0.18078972,0.31167066,-0.1978283,-0.23227824,-0.32933235,-0.01837539,0.05587379,0.070868045,-0.20395379,0.012360983,-0.16147119,0.12848788,0.33736533,-0.08468459,0.12751332,0.043766603,0.12421151,-0.2598081,0.055790246,-0.03505622,0.050825514,-0.055643212,0.10030921,-0.0030160584,-0.083156995,0.060727276,0.21871068,-0.01869151,-0.07754284,0.29514325,-0.0094607435,0.1968003,0.04374929,0.061689205,-0.35127047,-0.102173954,-0.16433477,0.06850338,0.091887854,-0.2500322,-0.38471997,0.12975717,-0.24166009,0.005676944,-0.0012098774,0.032563485,-0.16613781,0.42663115,-0.21522638,-0.33651143,-0.020909196,-0.20530596,-0.26205763,0.11632737,0.15536118,0.14091328,-0.06753302,0.024415135,0.0021959916,0.06972365,0.12049541,0.05291795,0.27704823,-0.13698925,0.054878835,-0.104239434,-0.0018042,0.12719123,0.23579091,0.046120368,-0.07910859,0.14437157,0.01739105,-0.12052038,0.0069787763,0.1327001,0.00016134605,-0.16279122,-0.18284963,0.17191488,0.1828131,-0.03921344,0.35035333,0.10474104,0.11138706,-0.20903839,-0.17602444,0.05897703,-0.21275564,0.08012326,-0.36908072,0.06128998,0.35797048,-0.43710187,0.23482695,-0.04669626,0.06793794,0.018983431,-0.16973296,0.050799154,0.30262753,-0.09947134,0.030975414,0.1267443,-0.4052562,-0.005912985,-0.10784256,0.14432012,0.11665627,-0.32228708,0.12174319,-0.13220058,-0.26401627,0.2368361,0.14809413,-0.11360421,-0.017703246,0.34919265,-0.20579547,0.4144727,-0.2443432,-0.093759075,-0.22468421,0.20165983,-0.23504357,-0.1587565,0.12020379,0.29205847,-0.16880411,0.0351588,0.077989355,0.35268652,0.0084806755,0.13729563,0.095285654,-0.07916337,0.08748007,0.2423383,0.24137236,-0.21278955,-0.15039572,-0.2172985,-0.12175697,-0.045216743,0.544866,0.13176702,-0.18837242,0.03151611,0.12382177,0.41293877,-0.056717698,-0.19235584,0.29443896,-0.026386857,0.09210636,-0.12990777,-0.14017528,0.10013229,-0.26413167,-0.1554156,0.015143037,-0.09140833,-0.03788214,0.06666861,-0.048829608,-0.04987455,0.09832721,0.10988277,0.075852744,0.07465762,0.3277877,0.16695505,-0.12732828,0.10431333,0.018591587,-0.06407892,0.06681261,-0.03319668,0.11107432,-0.15883994,-0.3416676,-0.30092525,-0.07746785,-0.14915438,0.23124814,0.10385048,-0.19869946,0.06491402,-0.04210517,-0.697271,-0.18227354,-0.16434796,-0.24471642,0.17932405,0.027780257,0.016025169,0.046340726,-0.011763979,-0.065603964,0.043252815,0.06577145,0.018746592,-0.07045442,0.17809287,-0.17709573,0.40664935,-0.10275479,-0.0045176214,-0.042020954,0.067485735,0.32263067,0.046560932,0.3473021,0.21725681,0.18458624,0.04617147,-0.12514907,-0.27547294,0.53586304,-0.05057554,-0.072774775,-0.03488815,-0.08344142,-0.0018815864,-0.12784226,0.15775281,-0.10905035,0.17374782,0.018211007,0.08905709,0.03691002,0.18070802,-0.12676568,0.07416819,0.14056502,0.02298756,-0.55910575,-0.12029248,-0.16292259,0.012399814,-0.017499313,-0.108023554,0.0893711,0.2904198,0.15531826,-0.11739771,-0.036992207,-0.03376017,-0.21990995,0.18452503,-0.06115345,0.18581146,-0.15419015,0.10130471
"ТОО ""Floraison KZ""",3,1.0,1.0,1.0,1.0,1,2,0.093147576,0.095706224,-0.06685111,-0.031075733,-0.063353375,-0.10321116,0.26318252,0.15100326,-0.031019151,-0.10496789,0.077389486,-0.0865587,0.036330845,-0.015862716,-0.2110162,0.0007530004,0.03678487,-0.013977163,0.13181566,-0.1696359,0.1980648,-0.12756307,-0.052805707,-0.03721643,-0.11704654,0.10303316,-0.16781814,0.03304177,0.044890065,-0.3260577,-0.018522149,-0.13600984,0.016021563,0.16130506,0.09332937,0.013801712,0.015364681,0.015791873,0.27631965,0.1588767,0.15749204,-0.11139813,0.09250265,0.19831191,0.04132617,0.086260356,0.032932535,0.0072140396,-0.035880674,0.023057317,-0.009179816,-0.10321098,-0.03981581,-0.12025827,0.09688026,-0.06369888,0.030876711,-0.004501343,-0.103976555,-0.035538573,0.086736,-0.0030954431,-0.5207226,0.118380785,-0.2668447,-0.17265482,0.0069657266,-0.062345523,-0.058484923,0.18373697,-0.032719523,0.022398956,-0.14547871,0.056358684,0.066152394,-0.013852522,0.0504111,0.10968863,-0.013226534,-0.06084307,0.19231616,0.006409126,-0.013127138,-0.01903258,-0.03960942,0.095686056,0.05487104,0.07916518,0.076215886,-0.029097572,0.08520689,-0.20612115,0.12741756,-0.04205052,0.2270668,0.065314315,-0.032557897,-0.0052610165,0.20181106,1.3760567,0.24048476,0.13951789,-0.105947174,0.017857412,-0.28950042,-0.039898828,0.0156193,-0.08323327,-0.00609128,0.055692535,-0.070480235,0.03499472,-0.13186572,-0.042640645,-0.21045114,-0.02846584,-0.21893048,0.056710612,0.11785448,0.18602414,-0.25049412,-0.14706041,0.11133712,0.07545664,-0.011929822,-0.5795247,0.2443583,0.03893213,-0.16508694,0.060875606,0.009848714,0.07654758,-0.14087474,0.08261096,-0.18057747,-0.033467066,-0.02585841,0.1813993,-0.101537764,-0.009677779,-0.19088928,0.22228022,-0.03360775,-0.04820011,0.15417862,0.09105873,0.019496918,-0.17570232,0.028051903,0.080596186,-0.012514956,-0.054639935,-0.0025256996,0.05315833,-0.059204083,-0.06186965,0.04284678,-0.075624324,0.09473265,0.13128924,-0.09280478,0.060363185,0.030326223,0.00292839,-0.10904511,-0.11924434,-0.16069803,-0.0010144463,0.040494304,0.033773314,-0.071068905,-0.02066218,-0.009734675,0.13134205,0.0131329885,0.07771032,-0.10620881,0.07060759,-0.023723086,-0.080407955,0.11266459,-0.080134325,-0.045458477,0.03423707,0.024796799,0.023483602,-0.020755086,0.077810846,-0.0048389756,0.062406152,-0.0768284,-0.07420338,0.12748112,0.047254678,-0.029117519,-0.18898016,0.07467755,0.032346096,0.0290119,-0.018118491,-0.066296086,0.010854733,-0.1685148,-0.00786553,-0.0009376155,-0.007927437,0.026297713,-0.097317494,-0.15910707,0.035464816,0.14209849,-0.09949406,-0.00017062823,0.0297285,0.025768146,-0.0007638584,-0.06070377,0.02891993,-0.27942985,0.0351155,-0.052239943,-0.02008603,0.13871843,-0.49085674,0.08375897,-0.106540166,-0.05225494,-0.00206659,-0.07870301,0.011979404,0.10864928,0.02099038,0.0659462,0.043077398,-0.18029219,0.013454787,0.073599875,-0.02461473,0.00066071004,-0.16959383,-0.02879121,-0.11109694,-0.15729548,0.14764123,0.03112449,0.054353196,-0.061978787,0.36622941,-0.13879801,0.4495802,-0.032307804,-0.15596503,-0.23639224,0.116431646,0.01737616,-0.09503323,0.0027801793,0.12819661,-0.16382013,0.04280137,0.11529448,0.0927614,-0.18623173,-0.0115203755,0.13376273,-0.044299636,0.10684574,0.3137894,0.07435166,-0.028671771,-0.10065917,-0.17818274,-0.022131585,-0.07458364,0.23846358,0.023157487,-0.03972548,0.012405325,0.1768371,0.29854238,-0.1418369,-0.14712901,0.1676311,0.077317216,0.12753958,-0.10633127,-0.09624126,0.12595117,-0.10860092,-0.084293164,-0.038192827,0.16336614,0.038088914,0.026985006,0.01900361,0.051727295,0.0463095,0.09028112,0.06167775,0.14587837,0.03823759,-0.105543256,-0.08718777,-0.00056778145,-0.0874258,-0.12110465,-0.02657527,0.0805611,0.24124809,-0.04085128,-0.0601674,-0.09764653,0.058745146,-0.12232679,0.04437091,0.14723317,-0.16334744,0.05096267,-0.007231427,-0.7061923,-0.11870382,-0.11292416,-0.19572781,0.2187111,0.04501545,-0.08892735,0.04688107,-0.08352915,0.060707837,-0.020188114,-0.09228944,0.0005392637,-0.08542787,0.02914662,0.0452413,0.21444444,-0.04866217,0.069444805,-0.023236543,-0.089170456,0.09009313,0.1145261,0.16467966,-0.009896989,0.035220567,-0.06799866,0.027767995,-0.34949508,0.2029693,0.03364171,-0.038967744,-0.009790358,-0.067014955,-0.033945646,0.016542763,0.23813134,-0.08971224,0.19270788,-0.008731119,-0.05244727,0.006627538,0.1560174,-0.020697432,0.1679885,0.0015974542,0.16009343,-0.20821427,-0.03799099,-0.008892004,0.07045473,0.033514153,0.03154057,-0.014296159,0.09919864,0.09211565,-0.093338944,-0.081730895,-0.098205954,-0.23336415,0.10820317,0.035134885,-0.074326865,0.021142567,0.1457402
