organization,observation_type,observation_category,rows,positives,positive_rate,min_time,max_time
"ТОО ""Весенний Пион""",unsafe_action,Выполнение требований инструкций,3,0,0.0,2025-03-07 14:00:00,2026-01-20 13:30:00
"ТОО ""Весенний Пион""",unsafe_action,"СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций",3,0,0.0,2025-12-05 13:20:00,2026-02-23 19:50:00
"ТОО ""Весенний Пион""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,3,0,0.0,2025-10-31 19:16:00,2026-02-04 16:00:00
"ТОО ""Весенний Пион""",unsafe_condition,Падающие предметы,3,0,0.0,2024-11-11 20:25:00,2025-09-18 12:28:00
"ТОО ""Весенний Пион""",unsafe_condition,Поддержание чистоты и порядка,3,0,0.0,2025-03-24 21:35:00,2025-12-08 16:00:00
"ТОО ""Весенний Пион""",unsafe_condition,Электрооборудование,3,0,0.0,2025-05-23 20:01:00,2025-09-19 20:20:00
"ТОО ""Гармония Лилий""",good_practice,Наряд-допуск / Оценка риска,3,0,0.0,2025-05-25 23:03:00,2025-12-10 17:58:00
"ТОО ""Гармония Лилий""",good_practice,Поддержание чистоты и порядка,3,0,0.0,2025-06-10 15:26:00,2025-09-30 16:10:00
"ТОО ""Гармония Лилий""",good_practice,СИЗ / Средства по обеспечению безопасности,3,0,0.0,2025-08-23 15:20:00,2026-02-19 19:30:00
"ТОО ""Гармония Лилий""",unsafe_condition,Рабочее место / Эргономика,3,0,0.0,2025-08-27 19:41:00,2025-11-11 16:55:00
"ТОО ""Гармония Лилий""",unsafe_condition,Электрооборудование,3,0,0.0,2025-04-22 14:38:00,2025-08-28 13:45:00
"ТОО ""Голубая Гортензия""",other,Рабочее место / Эргономика,3,0,0.0,2025-06-04 16:05:00,2025-08-11 12:00:00
"ТОО ""Голубая Гортензия""",unsafe_action,Транспортировка,3,0,0.0,2025-10-28 21:34:00,2026-01-26 21:30:00
"ТОО ""Голубая Гортензия""",unsafe_condition,СИЗ / Средства по обеспечению безопасности,3,0,0.0,2025-11-23 14:00:00,2026-02-23 15:15:00
"ТОО ""Горная Эдельвейс""",danger_factor,Проскальзывание / Спотыкание / Падение,3,0,0.0,2025-08-11 13:00:00,2026-01-16 22:23:00
"ТОО ""Горная Эдельвейс""",good_practice,Поддержание чистоты и порядка,3,0,0.0,2025-05-13 17:00:00,2026-02-02 00:00:00
"ТОО ""Горная Эдельвейс""",good_practice,Целостность объекта / Оборудования,3,0,0.0,2025-08-13 20:20:00,2025-11-09 12:04:00
"ТОО ""Горная Эдельвейс""",unsafe_action,Выполнение требований инструкций,3,0,0.0,2025-09-27 20:57:00,2025-12-17 22:00:00
"ТОО ""Горная Эдельвейс""",unsafe_behavior,Поддержание чистоты и порядка,3,0,0.0,2025-02-20 20:40:00,2026-01-05 21:24:00
"ТОО ""Горная Эдельвейс""",unsafe_condition,Рабочее место / Эргономика,3,0,0.0,2025-10-15 18:11:00,2025-10-24 19:13:00
"ТОО ""Горная Эдельвейс""",unsafe_condition,Целостность объекта / Оборудования,3,0,0.0,2025-04-26 16:13:00,2025-11-28 15:48:00
"ТОО ""Грация Гортензии""",other,Падающие предметы,3,0,0.0,2025-07-04 23:41:00,2025-12-17 13:30:00
"ТОО ""Грация Гортензии""",unsafe_action,Проскальзывание / Спотыкание / Падение,3,0,0.0,2025-11-29 19:59:00,2026-02-13 14:25:00
"ТОО ""Дикая Ромашка""",other,Поддержание чистоты и порядка,3,0,0.0,2025-03-12 20:00:00,2025-10-19 12:20:00
"ТОО ""Дикая Ромашка""",unsafe_action,Поддержание чистоты и порядка,3,0,0.0,2025-07-12 22:15:00,2025-11-22 12:58:00
"ТОО ""Дикая Ромашка""",unsafe_condition,Поддержание чистоты и порядка,3,0,0.0,2025-07-14 15:00:00,2025-12-02 22:00:00
"ТОО ""Дикая Ромашка""",unsafe_condition,Рабочее место / Эргономика,3,0,0.0,2024-07-09 15:45:00,2025-10-24 22:15:00
"ТОО ""Дикая Ромашка""",unsafe_condition,Целостность объекта / Оборудования,3,0,0.0,2025-02-05 19:06:00,2025-10-22 21:50:00
"ТОО ""Дикая Ромашка""",unsafe_condition,Электрооборудование,3,0,0.0,2025-07-05 14:56:00,2025-09-21 15:04:00
"ТОО ""Жемчужная Фрезия""",good_practice,Выполнение требований инструкций,3,0,0.0,2025-06-23 16:00:00,2026-01-18 15:20:00
"ТОО ""Жемчужная Фрезия""",good_practice,Поддержание чистоты и порядка,3,0,0.0,2025-04-16 19:55:00,2025-11-22 18:00:00
"ТОО ""Жемчужная Фрезия""",good_practice,Целостность объекта / Оборудования,3,0,0.0,2025-02-10 16:00:00,2025-08-21 15:24:00
"ТОО ""Жемчужная Фрезия""",unsafe_condition,Поддержание чистоты и порядка,3,0,0.0,2025-02-17 20:21:00,2025-09-26 01:00:00
"ТОО ""Жемчужная Фрезия""",unsafe_condition,Электрооборудование,3,0,0.0,2025-05-20 16:20:00,2025-12-01 01:20:00
"ТОО ""Звёздный Амариллис""",danger_factor,Целостность объекта / Оборудования,3,0,0.0,2025-06-17 14:00:00,2025-10-01 19:00:00
"ТОО ""Звёздный Амариллис""",good_practice,СИЗ / Средства по обеспечению безопасности,3,0,0.0,2025-05-10 13:34:00,2026-01-15 15:00:00
"ТОО ""Звёздный Амариллис""",unsafe_action,Поддержание чистоты и порядка,3,0,0.0,2025-04-01 16:20:00,2025-11-19 14:45:00
"ТОО ""Звёздный Амариллис""",unsafe_condition,СИЗ / Средства по обеспечению безопасности,3,0,0.0,2025-07-24 16:00:00,2025-11-20 17:45:00
"ТОО ""Золотая Лилия""",good_practice,Поддержание чистоты и порядка,3,0,0.0,2025-08-21 21:55:00,2025-11-29 15:15:00
"ТОО ""Золотая Лилия""",unsafe_action,Транспортировка,3,0,0.0,2025-05-23 16:21:00,2026-01-28 15:10:00
"ТОО ""Золотая Лилия""",unsafe_condition,Машины и оборудование,3,0,0.0,2025-02-12 12:15:00,2025-09-15 15:02:00
"ТОО ""Золотая Лилия""",unsafe_condition,Целостность объекта / Оборудования,3,0,0.0,2025-01-15 19:15:00,2026-02-16 13:00:00
"ТОО ""Золотой Подсолнух""",danger_factor,Целостность объекта / Оборудования,3,0,0.0,2025-02-26 05:25:00,2025-05-18 17:00:00
"ТОО ""Золотой Подсолнух""",good_practice,Поддержание чистоты и порядка,3,0,0.0,2025-09-17 21:50:00,2025-11-24 12:10:00
"ТОО ""Золотой Подсолнух""",good_practice,Прочее,3,0,0.0,2025-07-28 13:10:00,2025-12-19 20:13:00
"ТОО ""Золотой Подсолнух""",good_practice,Рабочее место / Эргономика,3,0,0.0,2025-09-30 15:34:00,2025-11-28 22:00:00
"ТОО ""Золотой Подсолнух""",good_practice,Целостность объекта / Оборудования,3,0,0.0,2025-06-05 20:29:00,2025-12-18 15:50:00
"ТОО ""Золотой Подсолнух""",unsafe_condition,Проскальзывание / Спотыкание / Падение,3,0,0.0,2024-03-12 17:54:00,2025-10-10 15:15:00
"ТОО ""Золотой Подсолнух""",unsafe_condition,СИЗ / Средства по обеспечению безопасности,3,0,0.0,2025-07-05 19:50:00,2026-02-18 15:30:00
"ТОО ""Изумрудный Папоротник""",danger_factor,Машины и оборудование,3,0,0.0,2025-03-28 14:56:00,2026-02-09 15:05:00
"ТОО ""Изумрудный Папоротник""",other,Рабочее место / Эргономика,3,0,0.0,2025-07-28 18:52:00,2026-02-19 14:00:00
"ТОО ""Изумрудный Папоротник""",unsafe_action,Выполнение требований инструкций,3,0,0.0,2025-09-23 20:45:00,2025-12-31 20:25:00
"ТОО ""Изумрудный Папоротник""",unsafe_condition,Проскальзывание / Спотыкание / Падение,3,0,0.0,2024-09-18 22:34:00,2025-09-21 15:05:00
"ТОО ""Изумрудный Папоротник""",unsafe_condition,Рабочее место / Эргономика,3,0,0.0,2025-01-16 19:12:00,2025-10-21 22:57:00
"ТОО ""Изумрудный Папоротник""",unsafe_condition,СИЗ / Средства по обеспечению безопасности,3,0,0.0,2025-02-06 15:15:00,2025-10-03 17:00:00
"ТОО ""Имперская Орхидея""",unsafe_action,Вождение,3,0,0.0,2025-06-24 12:40:00,2025-08-12 18:10:00
"ТОО ""Имперская Орхидея""",unsafe_behavior,Поддержание чистоты и порядка,3,0,0.0,2025-01-23 14:40:00,2026-01-29 20:00:00
"ТОО ""Имперская Орхидея""",unsafe_condition,Машины и оборудование,3,0,0.0,2025-02-12 14:14:00,2025-07-22 14:39:00
"ТОО ""Имперская Орхидея""",unsafe_condition,Охрана окружающей среды,3,0,0.0,2025-10-05 03:00:00,2025-11-27 22:17:00
"ТОО ""Имперская Орхидея""",unsafe_condition,Рабочее место / Эргономика,3,0,0.0,2025-02-13 14:08:00,2025-10-29 14:47:00
"ТОО ""Каспийский Тюльпан""",danger_factor,Электрооборудование,3,0,0.0,2025-07-21 02:57:00,2025-10-11 15:30:00
"ТОО ""Каспийский Тюльпан""",good_practice,Поддержание чистоты и порядка,3,0,0.0,2025-07-25 15:59:00,2026-02-13 18:30:00
