observation_type,observation_category,rows,positives,positive_rate
danger_factor,"Работы на высоте / Строительные леса, Проскальзывание / Спотыкание / Падение",1,0,0.0
danger_factor,"Работы на высоте / Строительные леса, СИЗ / Средства по обеспечению безопасности, Рабочее место / Эргономика, Знаки безопасности / Предупредительные таблички, Наряд-допуск / Оценка риска, Монтажные и грузоподъемные работы, Машины и оборудование, Транспортировка, Трубопроводы / Подземные коммуникации, Перемещение грузов вручную",1,0,0.0
danger_factor,"Работы на высоте / Строительные леса, Целостность объекта / Оборудования, Поддержание чистоты и порядка, Монтажные и грузоподъемные работы, Электрооборудование",1,0,0.0
danger_factor,"Работы на высоте / Строительные леса, Электрооборудование, Опасные вещества/сероводород",1,0,0.0
danger_factor,"Рабочее место / Эргономика, Опасные вещества/сероводород",1,0,0.0
danger_factor,"Рабочее место / Эргономика, Переносное оборудование / Ручные инструменты",1,0,0.0
danger_factor,"Рабочее место / Эргономика, Проскальзывание / Спотыкание / Падение, Падающие предметы, Выполнение требований инструкций, Аварийное реагирование / Готовность к ЧС",1,0,0.0
danger_factor,"Рабочее место / Эргономика, Электрооборудование",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций, Охрана окружающей среды, Поддержание чистоты и порядка",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Монтажные и грузоподъемные работы",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Наряд-допуск / Оценка риска, Выполнение требований инструкций",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Опасные вещества/сероводород, Выполнение требований инструкций",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Опасные вещества/сероводород, Проскальзывание / Спотыкание / Падение, Выполнение требований инструкций, Переносное оборудование / Ручные инструменты, Охрана окружающей среды",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Охрана окружающей среды",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Переносное оборудование / Ручные инструменты",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Поддержание чистоты и порядка, Охрана окружающей среды",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Работы на высоте / Строительные леса",1,0,0.0
danger_factor,"СИЗ / Средства по обеспечению безопасности, Электрооборудование",1,0,0.0
danger_factor,"Санитарно-бытовые помещения, Поддержание чистоты и порядка",1,0,0.0
danger_factor,"Сварка / Шлифовка / Отжиг, Выполнение требований инструкций, Взрыво- и пожароопасность",1,0,0.0
danger_factor,"Сварка / Шлифовка / Отжиг, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности, Наряд-допуск / Оценка риска",1,0,0.0
danger_factor,"Сварка / Шлифовка / Отжиг, Испытание под давлением",1,0,0.0
danger_factor,"Сварка / Шлифовка / Отжиг, Наряд-допуск / Оценка риска, Выполнение требований инструкций",1,0,0.0
danger_factor,"Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности, Монтажные и грузоподъемные работы",1,0,0.0
danger_factor,"Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности, Переносное оборудование / Ручные инструменты, Машины и оборудование, Вождение, Работы в замкнутом пространстве, Земляные работы, Испытание под давлением, Падающие предметы, Монтажные и грузоподъемные работы, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Трубопроводы / Подземные коммуникации, Электрооборудование",1,0,0.0
danger_factor,"Сварка / Шлифовка / Отжиг, Санитарно-бытовые помещения, Рабочее место / Эргономика",1,0,0.0
danger_factor,"Транспортировка, Выполнение требований инструкций",1,0,0.0
danger_factor,"Транспортировка, Земляные работы",1,0,0.0
danger_factor,"Транспортировка, Земляные работы, Падающие предметы",1,0,0.0
danger_factor,"Транспортировка, Знаки безопасности / Предупредительные таблички",1,0,0.0
danger_factor,"Транспортировка, Проскальзывание / Спотыкание / Падение",1,0,0.0
danger_factor,"Трубопроводы / Подземные коммуникации, Выполнение требований инструкций",1,0,0.0
danger_factor,"Трубопроводы / Подземные коммуникации, Охрана окружающей среды, СИЗ / Средства по обеспечению безопасности, Переносное оборудование / Ручные инструменты, Земляные работы, Целостность объекта / Оборудования",1,0,0.0
danger_factor,"Целостность объекта / Оборудования, Машины и оборудование",1,0,0.0
danger_factor,"Целостность объекта / Оборудования, Падающие предметы, Выполнение требований инструкций",1,0,0.0
danger_factor,"Целостность объекта / Оборудования, Работы на высоте / Строительные леса",1,0,0.0
danger_factor,"Целостность объекта / Оборудования, Рабочее место / Эргономика",1,0,0.0
danger_factor,"Целостность объекта / Оборудования, Трубопроводы / Подземные коммуникации",1,0,0.0
danger_factor,"Целостность объекта / Оборудования, Электрооборудование, Поддержание чистоты и порядка",1,0,0.0
danger_factor,"Электрооборудование, Взрыво- и пожароопасность",1,0,0.0
danger_factor,"Электрооборудование, Выполнение требований инструкций",1,0,0.0
danger_factor,"Электрооборудование, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности",1,0,0.0
danger_factor,"Электрооборудование, Знаки безопасности / Предупредительные таблички, Выполнение требований инструкций",1,0,0.0
danger_factor,"Электрооборудование, Машины и оборудование, Целостность объекта / Оборудования",1,0,0.0
danger_factor,"Электрооборудование, Наряд-допуск / Оценка риска, Охрана окружающей среды, Выполнение требований инструкций, Падающие предметы, Санитарно-бытовые помещения, Проскальзывание / Спотыкание / Падение",1,0,0.0
danger_factor,"Электрооборудование, Падающие предметы, Опасные природные явления / Погодные условия",1,0,0.0
danger_factor,"Электрооборудование, Падающие предметы, Санитарно-бытовые помещения, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички",1,0,0.0
danger_factor,"Электрооборудование, Перемещение грузов вручную, Наряд-допуск / Оценка риска, Вывешивание плакатов, Сварка / Шлифовка / Отжиг, Падающие предметы",1,0,0.0
danger_factor,"Электрооборудование, Рабочее место / Эргономика",1,0,0.0
good_practice,"Аварийное реагирование / Готовность к ЧС, Взрыво- и пожароопасность",1,0,0.0
good_practice,"Взрыво- и пожароопасность, Опасные вещества/сероводород, Целостность объекта / Оборудования, СИЗ / Средства по обеспечению безопасности, Трубопроводы / Подземные коммуникации, Поддержание чистоты и порядка, Опасные природные явления / Погодные условия, Наряд-допуск / Оценка риска, Выполнение требований инструкций",1,0,0.0
good_practice,"Взрыво- и пожароопасность, Охрана окружающей среды, Рабочее место / Эргономика, Трубопроводы / Подземные коммуникации, Поддержание чистоты и порядка",1,0,0.0
good_practice,"Взрыво- и пожароопасность, Поддержание чистоты и порядка, Выполнение требований инструкций",1,0,0.0
good_practice,"Взрыво- и пожароопасность, Поддержание чистоты и порядка, Охрана окружающей среды, Опасные природные явления / Погодные условия, Электрооборудование, Выполнение требований инструкций, Транспортировка, Сварка / Шлифовка / Отжиг, Работы на высоте / Строительные леса, СИЗ / Средства по обеспечению безопасности, Переносное оборудование / Ручные инструменты, Перемещение грузов вручную, Машины и оборудование, Вождение, Работы в замкнутом пространстве, Проскальзывание / Спотыкание / Падение, Земляные работы, Целостность объекта / Оборудования, Падающие предметы, Испытание под давлением, Ионизирующее излучение, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска, Опасные вещества/сероводород, Знаки безопасности / Предупредительные таблички, Трубопроводы / Подземные коммуникации",1,0,0.0
good_practice,"Взрыво- и пожароопасность, Сварка / Шлифовка / Отжиг",1,0,0.0
good_practice,"Взрыво- и пожароопасность, Целостность объекта / Оборудования",1,0,0.0
good_practice,"Вождение, Выполнение требований инструкций, Взрыво- и пожароопасность",1,0,0.0
good_practice,"Вождение, Машины и оборудование",1,0,0.0
good_practice,"Вождение, Опасные вещества/сероводород",1,0,0.0
good_practice,"Вождение, Опасные вещества/сероводород, Наряд-допуск / Оценка риска, Монтажные и грузоподъемные работы, Ионизирующее излучение, Испытание под давлением, Машины и оборудование, Перемещение грузов вручную, Рабочее место / Эргономика, Санитарно-бытовые помещения, Выполнение требований инструкций, Электрооборудование, Опасные природные явления / Погодные условия, Охрана окружающей среды, Поддержание чистоты и порядка, Трубопроводы / Подземные коммуникации, Аварийное реагирование / Готовность к ЧС, Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса, СИЗ / Средства по обеспечению безопасности, Переносное оборудование / Ручные инструменты, Земляные работы, Целостность объекта / Оборудования, Падающие предметы, Транспортировка, Вывешивание плакатов, Взрыво- и пожароопасность, Сварка / Шлифовка / Отжиг, Проскальзывание / Спотыкание / Падение, Работы в замкнутом пространстве",1,0,0.0
good_practice,"Вождение, СИЗ / Средства по обеспечению безопасности",1,0,0.0
good_practice,"Вождение, СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций",1,0,0.0
good_practice,"Вождение, СИЗ / Средства по обеспечению безопасности, Санитарно-бытовые помещения",1,0,0.0
good_practice,"Вождение, Транспортировка, Выполнение требований инструкций",1,0,0.0
good_practice,"Вождение, Транспортировка, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности",1,0,0.0
good_practice,"Вождение, Трубопроводы / Подземные коммуникации, Целостность объекта / Оборудования, Охрана окружающей среды",1,0,0.0
good_practice,"Вывешивание плакатов, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Аварийное реагирование / Готовность к ЧС, Охрана окружающей среды, Опасные природные явления / Погодные условия, Электрооборудование, Выполнение требований инструкций, Транспортировка, Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности, Рабочее место / Эргономика, Машины и оборудование, Вождение, Работы в замкнутом пространстве, Проскальзывание / Спотыкание / Падение, Перемещение грузов вручную, Санитарно-бытовые помещения, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска, Опасные вещества/сероводород, Ионизирующее излучение, Испытание под давлением, Целостность объекта / Оборудования, Земляные работы, Падающие предметы, Переносное оборудование / Ручные инструменты, Работы на высоте / Строительные леса, Трубопроводы / Подземные коммуникации, Поддержание чистоты и порядка",1,0,0.0
good_practice,"Вывешивание плакатов, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Аварийное реагирование / Готовность к ЧС, СИЗ / Средства по обеспечению безопасности, Целостность объекта / Оборудования, Переносное оборудование / Ручные инструменты, Поддержание чистоты и порядка, Санитарно-бытовые помещения, Охрана окружающей среды, Рабочее место / Эргономика, Опасные природные явления / Погодные условия, Электрооборудование, Наряд-допуск / Оценка риска, Выполнение требований инструкций, Опасные вещества/сероводород",1,0,0.0
good_practice,"Вывешивание плакатов, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Аварийное реагирование / Готовность к ЧС, Трубопроводы / Подземные коммуникации, Поддержание чистоты и порядка, Охрана окружающей среды, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности, Работы в замкнутом пространстве, Проскальзывание / Спотыкание / Падение, Падающие предметы, Наряд-допуск / Оценка риска",1,0,0.0
good_practice,"Вывешивание плакатов, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности, Трубопроводы / Подземные коммуникации, Поддержание чистоты и порядка, Испытание под давлением, Охрана окружающей среды, Рабочее место / Эргономика, Наряд-допуск / Оценка риска, Выполнение требований инструкций",1,0,0.0
good_practice,"Вывешивание плакатов, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Трубопроводы / Подземные коммуникации, Охрана окружающей среды, Выполнение требований инструкций",1,0,0.0
good_practice,"Вывешивание плакатов, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Трубопроводы / Подземные коммуникации, Поддержание чистоты и порядка, Охрана окружающей среды, Выполнение требований инструкций, Опасные вещества/сероводород",1,0,0.0
good_practice,"Вывешивание плакатов, Взрыво- и пожароопасность, Сварка / Шлифовка / Отжиг, Транспортировка, Работы в замкнутом пространстве, Проскальзывание / Спотыкание / Падение, Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса, Земляные работы, Целостность объекта / Оборудования, СИЗ / Средства по обеспечению безопасности, Аварийное реагирование / Готовность к ЧС, Трубопроводы / Подземные коммуникации, Переносное оборудование / Ручные инструменты, Падающие предметы, Испытание под давлением, Санитарно-бытовые помещения, Поддержание чистоты и порядка, Рабочее место / Эргономика, Ионизирующее излучение, Монтажные и грузоподъемные работы, Перемещение грузов вручную, Опасные природные явления / Погодные условия, Охрана окружающей среды, Вождение, Выполнение требований инструкций, Электрооборудование, Машины и оборудование, Наряд-допуск / Оценка риска, Опасные вещества/сероводород",1,0,0.0
good_practice,"Вывешивание плакатов, Вождение, Охрана окружающей среды",1,0,0.0
good_practice,"Вывешивание плакатов, Выполнение требований инструкций, Опасные вещества/сероводород, Монтажные и грузоподъемные работы, СИЗ / Средства по обеспечению безопасности, Машины и оборудование, Поддержание чистоты и порядка, Наряд-допуск / Оценка риска, Знаки безопасности / Предупредительные таблички, Охрана окружающей среды, Электрооборудование, Трубопроводы / Подземные коммуникации, Взрыво- и пожароопасность, Переносное оборудование / Ручные инструменты",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Взрыво- и пожароопасность, Охрана окружающей среды, Поддержание чистоты и порядка, Трубопроводы / Подземные коммуникации, Опасные природные явления / Погодные условия, Электрооборудование, Выполнение требований инструкций, Транспортировка, СИЗ / Средства по обеспечению безопасности, Рабочее место / Эргономика, Перемещение грузов вручную",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Вождение, СИЗ / Средства по обеспечению безопасности, Транспортировка, Санитарно-бытовые помещения, Опасные природные явления / Погодные условия",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Выполнение требований инструкций, Проскальзывание / Спотыкание / Падение",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Земляные работы",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Монтажные и грузоподъемные работы",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Поддержание чистоты и порядка, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности, Переносное оборудование / Ручные инструменты, Рабочее место / Эргономика, Машины и оборудование, Работы в замкнутом пространстве, Целостность объекта / Оборудования, Падающие предметы, Наряд-допуск / Оценка риска, Опасные вещества/сероводород",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Поддержание чистоты и порядка, Охрана окружающей среды, Транспортировка, Падающие предметы, Наряд-допуск / Оценка риска, Вождение, Перемещение грузов вручную, СИЗ / Средства по обеспечению безопасности, Работы на высоте / Строительные леса, Выполнение требований инструкций",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Поддержание чистоты и порядка, Электрооборудование, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности, Переносное оборудование / Ручные инструменты, Рабочее место / Эргономика, Машины и оборудование, Проскальзывание / Спотыкание / Падение, Целостность объекта / Оборудования, Наряд-допуск / Оценка риска",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Трубопроводы / Подземные коммуникации, Охрана окружающей среды, Рабочее место / Эргономика, Наряд-допуск / Оценка риска, Выполнение требований инструкций, Поддержание чистоты и порядка, СИЗ / Средства по обеспечению безопасности, Аварийное реагирование / Готовность к ЧС, Сварка / Шлифовка / Отжиг",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Электрооборудование, Выполнение требований инструкций, Наряд-допуск / Оценка риска, Машины и оборудование, Работы на высоте / Строительные леса, СИЗ / Средства по обеспечению безопасности",1,0,0.0
good_practice,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Электрооборудование, Рабочее место / Эргономика",1,0,0.0
good_practice,"Вывешивание плакатов, Монтажные и грузоподъемные работы",1,0,0.0
good_practice,"Вывешивание плакатов, Охрана окружающей среды",1,0,0.0
good_practice,"Вывешивание плакатов, Поддержание чистоты и порядка",1,0,0.0
good_practice,"Вывешивание плакатов, Поддержание чистоты и порядка, Электрооборудование",1,0,0.0
good_practice,"Вывешивание плакатов, Поддержание чистоты и порядка, Электрооборудование, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности, Переносное оборудование / Ручные инструменты, Машины и оборудование, Наряд-допуск / Оценка риска, Опасные вещества/сероводород",1,0,0.0
good_practice,"Вывешивание плакатов, Проскальзывание / Спотыкание / Падение",1,0,0.0
good_practice,"Вывешивание плакатов, Работы в замкнутом пространстве, Взрыво- и пожароопасность, Проскальзывание / Спотыкание / Падение, Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса, Земляные работы, Аварийное реагирование / Готовность к ЧС, СИЗ / Средства по обеспечению безопасности, Целостность объекта / Оборудования, Переносное оборудование / Ручные инструменты, Падающие предметы, Поддержание чистоты и порядка, Санитарно-бытовые помещения, Испытание под давлением, Охрана окружающей среды, Рабочее место / Эргономика, Ионизирующее излучение, Опасные природные явления / Погодные условия, Монтажные и грузоподъемные работы, Электрооборудование, Наряд-допуск / Оценка риска, Выполнение требований инструкций, Опасные вещества/сероводород",1,0,0.0
good_practice,"Вывешивание плакатов, Работы в замкнутом пространстве, Взрыво- и пожароопасность, Проскальзывание / Спотыкание / Падение, Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса, Земляные работы, Аварийное реагирование / Готовность к ЧС, СИЗ / Средства по обеспечению безопасности, Целостность объекта / Оборудования, Переносное оборудование / Ручные инструменты, Падающие предметы, Поддержание чистоты и порядка, Санитарно-бытовые помещения, Испытание под давлением, Охрана окружающей среды, Рабочее место / Эргономика, Ионизирующее излучение, Опасные природные явления / Погодные условия, Электрооборудование, Наряд-допуск / Оценка риска, Выполнение требований инструкций, Опасные вещества/сероводород",1,0,0.0
good_practice,"Вывешивание плакатов, Работы в замкнутом пространстве, Сварка / Шлифовка / Отжиг, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности, Аварийное реагирование / Готовность к ЧС, Целостность объекта / Оборудования, Переносное оборудование / Ручные инструменты, Поддержание чистоты и порядка, Охрана окружающей среды, Перемещение грузов вручную, Электрооборудование, Наряд-допуск / Оценка риска, Выполнение требований инструкций",1,0,0.0
good_practice,"Вывешивание плакатов, Работы на высоте / Строительные леса, СИЗ / Средства по обеспечению безопасности, Поддержание чистоты и порядка, Охрана окружающей среды, Наряд-допуск / Оценка риска",1,0,0.0
good_practice,"Вывешивание плакатов, СИЗ / Средства по обеспечению безопасности, Поддержание чистоты и порядка",1,0,0.0
good_practice,"Вывешивание плакатов, СИЗ / Средства по обеспечению безопасности, Работы на высоте / Строительные леса",1,0,0.0
good_practice,"Вывешивание плакатов, СИЗ / Средства по обеспечению безопасности, Электрооборудование, Знаки безопасности / Предупредительные таблички, Поддержание чистоты и порядка, Выполнение требований инструкций, Проскальзывание / Спотыкание / Падение, Наряд-допуск / Оценка риска, Целостность объекта / Оборудования",1,0,0.0
good_practice,"Вывешивание плакатов, Сварка / Шлифовка / Отжиг",1,0,0.0
good_practice,"Вывешивание плакатов, Сварка / Шлифовка / Отжиг, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности, Падающие предметы, Поддержание чистоты и порядка, Охрана окружающей среды, Выполнение требований инструкций",1,0,0.0
good_practice,"Вывешивание плакатов, Сварка / Шлифовка / Отжиг, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности, Поддержание чистоты и порядка, Охрана окружающей среды, Наряд-допуск / Оценка риска, Монтажные и грузоподъемные работы",1,0,0.0
good_practice,"Вывешивание плакатов, Сварка / Шлифовка / Отжиг, Работы на высоте / Строительные леса, Знаки безопасности / Предупредительные таблички, Наряд-допуск / Оценка риска, Монтажные и грузоподъемные работы",1,0,0.0
good_practice,"Вывешивание плакатов, Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности",1,0,0.0
good_practice,"Вывешивание плакатов, Транспортировка",1,0,0.0
good_practice,"Вывешивание плакатов, Транспортировка, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички",1,0,0.0
good_practice,"Вывешивание плакатов, Транспортировка, Взрыво- и пожароопасность, Сварка / Шлифовка / Отжиг, Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса, Земляные работы, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска, СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций, Электрооборудование",1,0,0.0
good_practice,"Вывешивание плакатов, Транспортировка, Знаки безопасности / Предупредительные таблички, Аварийное реагирование / Готовность к ЧС, СИЗ / Средства по обеспечению безопасности, Целостность объекта / Оборудования, Трубопроводы / Подземные коммуникации, Поддержание чистоты и порядка, Охрана окружающей среды, Опасные природные явления / Погодные условия, Перемещение грузов вручную, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска",1,0,0.0
good_practice,"Вывешивание плакатов, Транспортировка, Проскальзывание / Спотыкание / Падение, Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса, Земляные работы, СИЗ / Средства по обеспечению безопасности, Целостность объекта / Оборудования, Переносное оборудование / Ручные инструменты, Падающие предметы, Поддержание чистоты и порядка, Охрана окружающей среды, Опасные природные явления / Погодные условия, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска, Выполнение требований инструкций",1,0,0.0
good_practice,"Вывешивание плакатов, Транспортировка, Работы в замкнутом пространстве",1,0,0.0
good_practice,"Вывешивание плакатов, Транспортировка, Работы в замкнутом пространстве, Взрыво- и пожароопасность, Сварка / Шлифовка / Отжиг, Проскальзывание / Спотыкание / Падение",1,0,0.0
good_practice,"Выполнение требований инструкций, Взрыво- и пожароопасность",1,0,0.0
good_practice,"Выполнение требований инструкций, Вождение",1,0,0.0
good_practice,"Выполнение требований инструкций, Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности",1,0,0.0
good_practice,"Выполнение требований инструкций, Земляные работы",1,0,0.0
good_practice,"Выполнение требований инструкций, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности, Вождение",1,0,0.0
good_practice,"Выполнение требований инструкций, Монтажные и грузоподъемные работы",1,0,0.0
good_practice,"Выполнение требований инструкций, Монтажные и грузоподъемные работы, Работы на высоте / Строительные леса, СИЗ / Средства по обеспечению безопасности",1,0,0.0
good_practice,"Выполнение требований инструкций, Опасные вещества/сероводород",1,0,0.0
good_practice,"Выполнение требований инструкций, Перемещение грузов вручную",1,0,0.0
good_practice,"Выполнение требований инструкций, Переносное оборудование / Ручные инструменты",1,0,0.0
good_practice,"Выполнение требований инструкций, Поддержание чистоты и порядка, Вождение",1,0,0.0
good_practice,"Выполнение требований инструкций, Проскальзывание / Спотыкание / Падение, Аварийное реагирование / Готовность к ЧС",1,0,0.0
good_practice,"Выполнение требований инструкций, Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия",1,0,0.0
good_practice,"Выполнение требований инструкций, Работы в замкнутом пространстве",1,0,0.0
good_practice,"Выполнение требований инструкций, Работы на высоте / Строительные леса, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности",1,0,0.0
good_practice,"Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности",1,0,0.0
