observation_type,observation_category,rows,positives,positive_rate
unsafe_behavior,"Сварка / Шлифовка / Отжиг, Электрооборудование, Машины и оборудование",1,0,0.0
unsafe_behavior,"Транспортировка, Взрыво- и пожароопасность",1,0,0.0
unsafe_behavior,"Транспортировка, Вождение, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_behavior,"Транспортировка, Выполнение требований инструкций, Вождение",1,0,0.0
unsafe_behavior,"Транспортировка, Земляные работы",1,0,0.0
unsafe_behavior,"Транспортировка, Земляные работы, Падающие предметы, Перемещение грузов вручную, Машины и оборудование, Опасные природные явления / Погодные условия, Охрана окружающей среды, Санитарно-бытовые помещения, СИЗ / Средства по обеспечению безопасности",1,0,0.0
unsafe_behavior,"Транспортировка, Земляные работы, Поддержание чистоты и порядка",1,0,0.0
unsafe_behavior,"Транспортировка, Монтажные и грузоподъемные работы, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_behavior,"Транспортировка, Наряд-допуск / Оценка риска, Монтажные и грузоподъемные работы",1,0,0.0
unsafe_behavior,"Транспортировка, Наряд-допуск / Оценка риска, Работы на высоте / Строительные леса",1,0,0.0
unsafe_behavior,"Транспортировка, Поддержание чистоты и порядка, Выполнение требований инструкций",1,0,0.0
unsafe_behavior,"Транспортировка, Поддержание чистоты и порядка, Охрана окружающей среды, Переносное оборудование / Ручные инструменты",1,0,0.0
unsafe_behavior,"Транспортировка, Работы в замкнутом пространстве, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска, Взрыво- и пожароопасность, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_behavior,"Транспортировка, Рабочее место / Эргономика",1,0,0.0
unsafe_behavior,"Транспортировка, СИЗ / Средства по обеспечению безопасности",1,0,0.0
unsafe_behavior,"Транспортировка, Трубопроводы / Подземные коммуникации, Машины и оборудование",1,0,0.0
unsafe_behavior,"Трубопроводы / Подземные коммуникации, Падающие предметы, Рабочее место / Эргономика",1,0,0.0
unsafe_behavior,"Трубопроводы / Подземные коммуникации, Переносное оборудование / Ручные инструменты, Падающие предметы, Испытание под давлением",1,0,0.0
unsafe_behavior,"Целостность объекта / Оборудования, Охрана окружающей среды",1,0,0.0
unsafe_behavior,"Целостность объекта / Оборудования, Трубопроводы / Подземные коммуникации, Падающие предметы, Поддержание чистоты и порядка",1,0,0.0
unsafe_behavior,"Электрооборудование, Выполнение требований инструкций",1,0,0.0
unsafe_behavior,"Электрооборудование, Выполнение требований инструкций, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_behavior,"Электрооборудование, Машины и оборудование",1,0,0.0
unsafe_behavior,"Электрооборудование, Переносное оборудование / Ручные инструменты, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Аварийное реагирование / Готовность к ЧС, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Аварийное реагирование / Готовность к ЧС, Выполнение требований инструкций, Вождение",1,0,0.0
unsafe_condition,"Аварийное реагирование / Готовность к ЧС, Машины и оборудование, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Аварийное реагирование / Готовность к ЧС, Опасные природные явления / Погодные условия",1,0,0.0
unsafe_condition,"Аварийное реагирование / Готовность к ЧС, Проскальзывание / Спотыкание / Падение, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Аварийное реагирование / Готовность к ЧС, Поддержание чистоты и порядка, Санитарно-бытовые помещения",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Опасные вещества/сероводород, Электрооборудование, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Поддержание чистоты и порядка, Электрооборудование",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Трубопроводы / Подземные коммуникации, Электрооборудование",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Охрана окружающей среды",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Поддержание чистоты и порядка",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Сварка / Шлифовка / Отжиг, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Электрооборудование",1,0,0.0
unsafe_condition,"Взрыво- и пожароопасность, Электрооборудование, Переносное оборудование / Ручные инструменты, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Вождение, Земляные работы",1,0,0.0
unsafe_condition,"Вождение, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности",1,0,0.0
unsafe_condition,"Вождение, Транспортировка, Опасные природные явления / Погодные условия",1,0,0.0
unsafe_condition,"Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Взрыво- и пожароопасность, СИЗ / Средства по обеспечению безопасности",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Вождение",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Земляные работы",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Машины и оборудование, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Знаки безопасности / Предупредительные таблички, Трубопроводы / Подземные коммуникации, Проскальзывание / Спотыкание / Падение, Земляные работы",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Машины и оборудование",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Машины и оборудование, Монтажные и грузоподъемные работы",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Монтажные и грузоподъемные работы",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Падающие предметы",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Работы в замкнутом пространстве, Взрыво- и пожароопасность, Знаки безопасности / Предупредительные таблички, Поддержание чистоты и порядка, Охрана окружающей среды, Опасные вещества/сероводород",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Сварка / Шлифовка / Отжиг, Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности, Трубопроводы / Подземные коммуникации, Перемещение грузов вручную, Электрооборудование, Наряд-допуск / Оценка риска, Выполнение требований инструкций, Поддержание чистоты и порядка, Переносное оборудование / Ручные инструменты, Проскальзывание / Спотыкание / Падение, Взрыво- и пожароопасность",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Трубопроводы / Подземные коммуникации, Электрооборудование, Переносное оборудование / Ручные инструменты, Монтажные и грузоподъемные работы",1,0,0.0
unsafe_condition,"Вывешивание плакатов, Целостность объекта / Оборудования, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Аварийное реагирование / Готовность к ЧС, Монтажные и грузоподъемные работы",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Аварийное реагирование / Готовность к ЧС, Монтажные и грузоподъемные работы, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Аварийное реагирование / Готовность к ЧС, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Взрыво- и пожароопасность, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Вывешивание плакатов",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Земляные работы, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Знаки безопасности / Предупредительные таблички, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Знаки безопасности / Предупредительные таблички, Электрооборудование",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Машины и оборудование, Электрооборудование, Трубопроводы / Подземные коммуникации",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Охрана окружающей среды, Знаки безопасности / Предупредительные таблички, Земляные работы",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Падающие предметы, Опасные природные явления / Погодные условия",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Переносное оборудование / Ручные инструменты, Работы на высоте / Строительные леса",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Переносное оборудование / Ручные инструменты, Работы на высоте / Строительные леса, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Поддержание чистоты и порядка, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Проскальзывание / Спотыкание / Падение, Поддержание чистоты и порядка",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Работы на высоте / Строительные леса, Переносное оборудование / Ручные инструменты, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Рабочее место / Эргономика, Взрыво- и пожароопасность",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Рабочее место / Эргономика, Поддержание чистоты и порядка",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Санитарно-бытовые помещения",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Сварка / Шлифовка / Отжиг, Трубопроводы / Подземные коммуникации, Охрана окружающей среды",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Сварка / Шлифовка / Отжиг, Электрооборудование",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Транспортировка, Перемещение грузов вручную, Падающие предметы, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Целостность объекта / Оборудования, Машины и оборудование",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Целостность объекта / Оборудования, Работы на высоте / Строительные леса",1,0,0.0
unsafe_condition,"Выполнение требований инструкций, Целостность объекта / Оборудования, Рабочее место / Эргономика, Переносное оборудование / Ручные инструменты",1,0,0.0
unsafe_condition,"Земляные работы, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Земляные работы, Падающие предметы",1,0,0.0
unsafe_condition,"Земляные работы, Поддержание чистоты и порядка",1,0,0.0
unsafe_condition,"Земляные работы, Трубопроводы / Подземные коммуникации, Сварка / Шлифовка / Отжиг",1,0,0.0
unsafe_condition,"Земляные работы, Целостность объекта / Оборудования, Машины и оборудование, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Земляные работы, Электрооборудование, Опасные природные явления / Погодные условия",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Вывешивание плакатов",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Выполнение требований инструкций, Земляные работы",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Земляные работы",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Опасные природные явления / Погодные условия, Выполнение требований инструкций, Падающие предметы, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Охрана окружающей среды",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Охрана окружающей среды, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Поддержание чистоты и порядка, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Рабочее место / Эргономика, Наряд-допуск / Оценка риска, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, СИЗ / Средства по обеспечению безопасности, Монтажные и грузоподъемные работы",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Трубопроводы / Подземные коммуникации, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Электрооборудование, Вывешивание плакатов",1,0,0.0
unsafe_condition,"Знаки безопасности / Предупредительные таблички, Электрооборудование, Переносное оборудование / Ручные инструменты",1,0,0.0
unsafe_condition,"Испытание под давлением, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Испытание под давлением, Трубопроводы / Подземные коммуникации",1,0,0.0
unsafe_condition,"Машины и оборудование, Выполнение требований инструкций, Вывешивание плакатов",1,0,0.0
unsafe_condition,"Машины и оборудование, Выполнение требований инструкций, Земляные работы, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Машины и оборудование, Выполнение требований инструкций, Охрана окружающей среды, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Машины и оборудование, Выполнение требований инструкций, Целостность объекта / Оборудования, Испытание под давлением",1,0,0.0
unsafe_condition,"Машины и оборудование, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_condition,"Машины и оборудование, Монтажные и грузоподъемные работы",1,0,0.0
unsafe_condition,"Машины и оборудование, Наряд-допуск / Оценка риска, Выполнение требований инструкций, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_condition,"Машины и оборудование, Наряд-допуск / Оценка риска, Сварка / Шлифовка / Отжиг, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_condition,"Машины и оборудование, Поддержание чистоты и порядка, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Машины и оборудование, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Машины и оборудование, Проскальзывание / Спотыкание / Падение, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"Машины и оборудование, Проскальзывание / Спотыкание / Падение, Целостность объекта / Оборудования, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"Машины и оборудование, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Машины и оборудование, Рабочее место / Эргономика, Поддержание чистоты и порядка",1,0,0.0
unsafe_condition,"Машины и оборудование, Целостность объекта / Оборудования, Падающие предметы",1,0,0.0
unsafe_condition,"Машины и оборудование, Электрооборудование",1,0,0.0
unsafe_condition,"Машины и оборудование, Электрооборудование, Проскальзывание / Спотыкание / Падение, Знаки безопасности / Предупредительные таблички, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Знаки безопасности / Предупредительные таблички, Падающие предметы",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Знаки безопасности / Предупредительные таблички, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Машины и оборудование, Работы на высоте / Строительные леса",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Машины и оборудование, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска, Работы на высоте / Строительные леса",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска, Электрооборудование",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Поддержание чистоты и порядка",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Рабочее место / Эргономика, Знаки безопасности / Предупредительные таблички, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Монтажные и грузоподъемные работы, Транспортировка",1,0,0.0
unsafe_condition,"Наряд-допуск / Оценка риска, Выполнение требований инструкций, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_condition,"Наряд-допуск / Оценка риска, Выполнение требований инструкций, Работы на высоте / Строительные леса",1,0,0.0
unsafe_condition,"Наряд-допуск / Оценка риска, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности",1,0,0.0
unsafe_condition,"Наряд-допуск / Оценка риска, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Наряд-допуск / Оценка риска, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Наряд-допуск / Оценка риска, Трубопроводы / Подземные коммуникации",1,0,0.0
unsafe_condition,"Опасные вещества/сероводород, Земляные работы",1,0,0.0
unsafe_condition,"Опасные вещества/сероводород, Наряд-допуск / Оценка риска, Вывешивание плакатов, Взрыво- и пожароопасность, Рабочее место / Эргономика, Поддержание чистоты и порядка",1,0,0.0
unsafe_condition,"Опасные вещества/сероводород, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Опасные вещества/сероводород, Санитарно-бытовые помещения",1,0,0.0
unsafe_condition,"Опасные природные явления / Погодные условия, Проскальзывание / Спотыкание / Падение, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Опасные природные явления / Погодные условия, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Опасные природные явления / Погодные условия, Рабочее место / Эргономика, Падающие предметы",1,0,0.0
unsafe_condition,"Охрана окружающей среды, Взрыво- и пожароопасность",1,0,0.0
unsafe_condition,"Охрана окружающей среды, Опасные вещества/сероводород",1,0,0.0
unsafe_condition,"Охрана окружающей среды, Поддержание чистоты и порядка, Трубопроводы / Подземные коммуникации",1,0,0.0
unsafe_condition,"Охрана окружающей среды, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Охрана окружающей среды, Рабочее место / Эргономика, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Охрана окружающей среды, Трубопроводы / Подземные коммуникации, Знаки безопасности / Предупредительные таблички, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Охрана окружающей среды, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Падающие предметы, Опасные природные явления / Погодные условия",1,0,0.0
unsafe_condition,"Падающие предметы, Работы на высоте / Строительные леса",1,0,0.0
unsafe_condition,"Падающие предметы, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Падающие предметы, Санитарно-бытовые помещения",1,0,0.0
unsafe_condition,"Падающие предметы, Сварка / Шлифовка / Отжиг",1,0,0.0
unsafe_condition,"Падающие предметы, Электрооборудование, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Перемещение грузов вручную, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Перемещение грузов вручную, Машины и оборудование",1,0,0.0
unsafe_condition,"Переносное оборудование / Ручные инструменты, Выполнение требований инструкций, Работы в замкнутом пространстве",1,0,0.0
unsafe_condition,"Переносное оборудование / Ручные инструменты, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Переносное оборудование / Ручные инструменты, Электрооборудование, Испытание под давлением, Машины и оборудование",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Вождение, Машины и оборудование",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Выполнение требований инструкций, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Опасные природные явления / Погодные условия, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Опасные природные явления / Погодные условия, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Охрана окружающей среды, Выполнение требований инструкций, Опасные вещества/сероводород",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Охрана окружающей среды, Выполнение требований инструкций, Санитарно-бытовые помещения",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Охрана окружающей среды, СИЗ / Средства по обеспечению безопасности, Трубопроводы / Подземные коммуникации, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Падающие предметы, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Переносное оборудование / Ручные инструменты",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Проскальзывание / Спотыкание / Падение, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Проскальзывание / Спотыкание / Падение, Машины и оборудование",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Рабочее место / Эргономика, Переносное оборудование / Ручные инструменты",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Рабочее место / Эргономика, Проскальзывание / Спотыкание / Падение, Взрыво- и пожароопасность",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Санитарно-бытовые помещения, Охрана окружающей среды, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Санитарно-бытовые помещения, Рабочее место / Эргономика, Охрана окружающей среды",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Санитарно-бытовые помещения, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Транспортировка",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Транспортировка, Рабочее место / Эргономика, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Поддержание чистоты и порядка, Электрооборудование",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Взрыво- и пожароопасность",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Вывешивание плакатов, Падающие предметы",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Знаки безопасности / Предупредительные таблички, Опасные природные явления / Погодные условия",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Опасные вещества/сероводород",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Падающие предметы, Сварка / Шлифовка / Отжиг",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Поддержание чистоты и порядка, Машины и оборудование",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Работы на высоте / Строительные леса, Земляные работы",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Работы на высоте / Строительные леса, Целостность объекта / Оборудования",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, СИЗ / Средства по обеспечению безопасности",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Сварка / Шлифовка / Отжиг",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Трубопроводы / Подземные коммуникации",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Целостность объекта / Оборудования, Монтажные и грузоподъемные работы, Падающие предметы, Работы на высоте / Строительные леса, Опасные природные явления / Погодные условия",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Целостность объекта / Оборудования, Падающие предметы",1,0,0.0
unsafe_condition,"Проскальзывание / Спотыкание / Падение, Целостность объекта / Оборудования, Трубопроводы / Подземные коммуникации",1,0,0.0
unsafe_condition,"Работы в замкнутом пространстве, Знаки безопасности / Предупредительные таблички",1,0,0.0
unsafe_condition,"Работы в замкнутом пространстве, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"Работы в замкнутом пространстве, СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Работы на высоте / Строительные леса, Наряд-допуск / Оценка риска, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Работы на высоте / Строительные леса, Переносное оборудование / Ручные инструменты, Перемещение грузов вручную, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Работы на высоте / Строительные леса, Проскальзывание / Спотыкание / Падение",1,0,0.0
unsafe_condition,"Работы на высоте / Строительные леса, СИЗ / Средства по обеспечению безопасности",1,0,0.0
unsafe_condition,"Работы на высоте / Строительные леса, Целостность объекта / Оборудования, Падающие предметы, Электрооборудование",1,0,0.0
unsafe_condition,"Рабочее место / Эргономика, Взрыво- и пожароопасность, Электрооборудование",1,0,0.0
unsafe_condition,"Рабочее место / Эргономика, Выполнение требований инструкций, Поддержание чистоты и порядка",1,0,0.0
unsafe_condition,"Рабочее место / Эргономика, Земляные работы, Охрана окружающей среды, Поддержание чистоты и порядка",1,0,0.0
unsafe_condition,"Рабочее место / Эргономика, Опасные вещества/сероводород, Электрооборудование",1,0,0.0
unsafe_condition,"Рабочее место / Эргономика, Проскальзывание / Спотыкание / Падение, Падающие предметы",1,0,0.0
unsafe_condition,"Рабочее место / Эргономика, Трубопроводы / Подземные коммуникации",1,0,0.0
unsafe_condition,"Рабочее место / Эргономика, Целостность объекта / Оборудования, Выполнение требований инструкций",1,0,0.0
unsafe_condition,"Рабочее место / Эргономика, Электрооборудование, Аварийное реагирование / Готовность к ЧС",1,0,0.0
unsafe_condition,"СИЗ / Средства по обеспечению безопасности, Взрыво- и пожароопасность, Рабочее место / Эргономика",1,0,0.0
unsafe_condition,"СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций, Падающие предметы, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска",1,0,0.0
unsafe_condition,"СИЗ / Средства по обеспечению безопасности, Монтажные и грузоподъемные работы",1,0,0.0
unsafe_condition,"СИЗ / Средства по обеспечению безопасности, Переносное оборудование / Ручные инструменты, Рабочее место / Эргономика, Машины и оборудование, Проскальзывание / Спотыкание / Падение, Падающие предметы, Монтажные и грузоподъемные работы, Наряд-допуск / Оценка риска",1,0,0.0
